datetime,user_id,order_amount,period,strata,group
2025-07-04 22:10:35,user_4159,950.61,experiment,7%,control
2025-07-04 22:11:18,user_589,3285.03,experiment,7%,control
2025-07-04 22:12:53,user_2176,8046.55,experiment,7%,control
2025-07-04 22:14:55,user_1553,2755.67,experiment,7%,test
2025-07-04 22:15:27,user_3703,1686.27,experiment,7%,control
2025-07-04 22:17:41,user_3237,2114.75,experiment,7%,control
2025-07-04 22:18:21,user_3467,3377.11,experiment,0%,control
2025-07-04 22:18:23,user_380,3981.72,experiment,0%,control
2025-07-04 22:19:31,user_327,5540.8,experiment,0%,control
2025-07-04 22:20:13,user_4144,8227.47,experiment,5%,test
2025-07-04 22:21:01,user_4573,3082.84,experiment,7%,test
2025-07-04 22:23:07,user_4258,5158.12,experiment,3%,test
2025-07-04 22:23:35,user_5161,4057.33,experiment,3%,test
2025-07-04 22:24:23,user_5588,6430.46,experiment,7%,test
2025-07-04 22:24:58,user_442,2408.68,experiment,0%,control
2025-07-04 22:25:53,user_5677,4244.52,experiment,0%,control
2025-07-04 22:27:51,user_1724,8380.84,experiment,3%,control
2025-07-04 22:28:34,user_5214,2437.44,experiment,0%,control
2025-07-04 22:29:52,user_4295,11973.83,experiment,7%,control
2025-07-04 22:30:24,user_5802,3021.96,experiment,3%,control
2025-07-04 22:30:35,user_5789,2427.46,experiment,3%,control
2025-07-04 22:36:00,user_4505,4038.33,experiment,3%,test
2025-07-04 22:37:19,user_3369,6454.25,experiment,3%,control
2025-07-04 22:37:49,user_44,1657.3,experiment,3%,test
2025-07-04 22:37:59,user_3082,2213.7,experiment,7%,control
2025-07-04 22:39:49,user_4400,2393.63,experiment,3%,control
2025-07-04 22:40:03,user_5225,5437.12,experiment,7%,control
2025-07-04 22:40:33,user_4724,6366.56,experiment,7%,control
2025-07-04 22:40:43,user_3108,3312.79,experiment,7%,test
2025-07-04 22:40:49,user_78,1715.25,experiment,7%,test
2025-07-04 22:43:11,user_505,990.12,experiment,7%,test
2025-07-04 22:43:47,user_4580,3497.33,experiment,3%,test
2025-07-04 22:45:55,user_2209,2078.19,experiment,5%,control
2025-07-04 22:46:14,user_425,7656.06,experiment,7%,control
2025-07-04 22:46:51,user_736,3300.76,experiment,0%,test
2025-07-04 22:48:57,user_1149,5309.91,experiment,7%,control
2025-07-04 22:49:36,user_965,1300.78,experiment,7%,test
2025-07-04 22:49:49,user_548,1901.22,experiment,7%,control
2025-07-04 22:50:05,user_4213,5373.09,experiment,3%,control
2025-07-04 22:50:56,user_4699,1259.88,experiment,0%,control
2025-07-04 22:51:39,user_1677,6933.59,experiment,5%,control
2025-07-04 22:54:06,user_773,1336.29,experiment,7%,test
2025-07-04 22:54:21,user_114,2775.13,experiment,7%,control
2025-07-04 22:55:53,user_3019,1923.9,experiment,7%,control
2025-07-04 22:56:48,user_2668,1353.03,experiment,0%,control
2025-07-04 22:56:55,user_4835,2647.48,experiment,7%,control
2025-07-04 22:58:06,user_5101,2583.86,experiment,0%,control
2025-07-04 22:58:56,user_5472,780.18,experiment,0%,test
2025-07-04 23:00:28,user_204,2210.71,experiment,5%,test
2025-07-04 23:02:05,user_1621,1736.99,experiment,7%,control
2025-07-04 23:02:07,user_2621,5663.77,experiment,7%,control
2025-07-04 23:03:13,user_5519,2449.25,experiment,5%,test
2025-07-04 23:05:02,user_3900,1846.17,experiment,3%,test
2025-07-04 23:06:04,user_3284,4801.5,experiment,7%,control
2025-07-04 23:06:37,user_2678,2749.13,experiment,7%,control
2025-07-04 23:08:17,user_5052,4818.2,experiment,7%,control
2025-07-04 23:10:21,user_2617,1706.0,experiment,5%,control
2025-07-04 23:11:09,user_1910,1279.36,experiment,5%,control
2025-07-04 23:11:51,user_3114,1580.29,experiment,3%,control
2025-07-04 23:12:12,user_3985,3739.41,experiment,3%,test
2025-07-04 23:13:06,user_5307,1388.46,experiment,0%,control
2025-07-04 23:13:09,user_847,3926.14,experiment,5%,test
2025-07-04 23:14:26,user_3754,4329.05,experiment,0%,test
2025-07-04 23:17:56,user_4408,2535.29,experiment,7%,test
2025-07-04 23:19:39,user_1681,4562.1,experiment,5%,control
2025-07-04 23:22:30,user_675,2506.37,experiment,7%,test
2025-07-04 23:25:29,user_1440,4549.65,experiment,7%,test
2025-07-04 23:28:33,user_4443,2874.95,experiment,5%,control
2025-07-04 23:28:50,user_1453,5211.95,experiment,7%,test
2025-07-04 23:29:32,user_3276,3019.23,experiment,0%,test
2025-07-04 23:29:49,user_3404,1729.57,experiment,3%,control
2025-07-04 23:30:11,user_2413,3522.75,experiment,7%,control
2025-07-04 23:32:10,user_932,3562.8,experiment,0%,control
2025-07-04 23:32:24,user_4584,2716.33,experiment,5%,test
2025-07-04 23:32:49,user_5985,2628.57,experiment,3%,test
2025-07-04 23:33:23,user_355,4311.27,experiment,7%,test
2025-07-04 23:34:04,user_4667,4648.77,experiment,5%,test
2025-07-04 23:34:09,user_1093,1513.71,experiment,7%,test
2025-07-04 23:38:27,user_4797,3787.07,experiment,7%,control
2025-07-04 23:38:37,user_1584,1950.02,experiment,5%,test
2025-07-04 23:40:24,user_4138,3415.55,experiment,7%,test
2025-07-04 23:41:54,user_3925,3557.3,experiment,7%,test
2025-07-04 23:43:13,user_5223,4022.78,experiment,0%,test
2025-07-04 23:43:42,user_5572,1498.81,experiment,7%,test
2025-07-04 23:46:27,user_1805,1992.96,experiment,7%,test
2025-07-04 23:46:55,user_4155,4570.37,experiment,5%,test
2025-07-04 23:47:37,user_1117,3727.1,experiment,7%,test
2025-07-04 23:48:57,user_226,4836.12,experiment,7%,control
2025-07-04 23:50:58,user_4184,2752.41,experiment,3%,test
2025-07-04 23:52:22,user_1523,4957.08,experiment,7%,control
2025-07-04 23:55:46,user_2960,2627.11,experiment,5%,test
2025-07-04 23:57:31,user_2402,1041.54,experiment,7%,control
2025-07-04 23:58:24,user_449,1701.4,experiment,3%,test
2025-07-04 23:58:36,user_829,1978.6,experiment,7%,test
2025-07-04 23:59:00,user_5092,2137.78,experiment,7%,control
2025-07-04 23:59:46,user_4279,2699.13,experiment,7%,test
2025-07-05 00:00:43,user_1977,4750.67,experiment,0%,test
2025-07-05 00:01:56,user_1789,2389.2,experiment,5%,test
2025-07-05 00:04:04,user_977,2498.28,experiment,3%,control
2025-07-05 00:04:17,user_5001,2809.58,experiment,7%,test
2025-07-05 00:06:04,user_2964,5126.91,experiment,7%,test
2025-07-05 00:06:10,user_4891,2069.27,experiment,3%,control
2025-07-05 00:06:18,user_4079,5609.38,experiment,7%,control
2025-07-05 00:08:59,user_3414,1518.4,experiment,7%,test
2025-07-05 00:09:46,user_3819,1829.28,experiment,5%,control
2025-07-05 00:10:54,user_2948,6088.59,experiment,5%,control
2025-07-05 00:12:44,user_2118,1989.92,experiment,7%,test
2025-07-05 00:13:23,user_4622,2570.05,experiment,7%,control
2025-07-05 00:13:56,user_2285,3995.15,experiment,7%,test
2025-07-05 00:14:04,user_2822,2595.52,experiment,0%,test
2025-07-05 00:14:53,user_971,4278.55,experiment,3%,test
2025-07-05 00:15:41,user_2695,1026.13,experiment,3%,test
2025-07-05 00:18:24,user_1415,6159.38,experiment,3%,control
2025-07-05 00:18:52,user_2515,847.75,experiment,5%,control
2025-07-05 00:19:01,user_851,2551.77,experiment,5%,test
2025-07-05 00:20:39,user_4694,3982.58,experiment,0%,control
2025-07-05 00:20:45,user_396,2286.72,experiment,7%,control
2025-07-05 00:23:26,user_1001,1566.11,experiment,7%,control
2025-07-05 00:23:54,user_5489,3435.1,experiment,7%,control
2025-07-05 00:27:22,user_4306,3845.55,experiment,7%,control
2025-07-05 00:28:17,user_3717,2613.76,experiment,5%,test
2025-07-05 00:28:52,user_781,3162.81,experiment,3%,test
2025-07-05 00:31:49,user_5460,3089.17,experiment,0%,test
2025-07-05 00:32:38,user_2425,1984.62,experiment,7%,test
2025-07-05 00:32:49,user_4819,1240.68,experiment,3%,test
2025-07-05 00:33:44,user_5296,4778.04,experiment,0%,test
2025-07-05 00:36:37,user_2937,4722.38,experiment,3%,control
2025-07-05 00:38:27,user_3461,1501.82,experiment,7%,test
2025-07-05 00:40:03,user_5508,2500.68,experiment,0%,test
2025-07-05 00:41:06,user_5421,4720.84,experiment,7%,test
2025-07-05 00:42:00,user_3547,4150.07,experiment,0%,control
2025-07-05 00:47:58,user_5488,4237.65,experiment,7%,control
2025-07-05 00:53:28,user_3513,2661.07,experiment,7%,test
2025-07-05 01:00:44,user_3517,1495.32,experiment,0%,control
2025-07-05 01:02:50,user_5360,1595.2,experiment,7%,test
2025-07-05 01:03:20,user_3629,2755.51,experiment,3%,control
2025-07-05 01:05:10,user_2892,6370.31,experiment,7%,control
2025-07-05 01:06:29,user_4142,5015.48,experiment,3%,control
2025-07-05 01:06:49,user_199,3601.83,experiment,7%,test
2025-07-05 01:10:28,user_5923,5353.06,experiment,7%,test
2025-07-05 01:11:41,user_4505,2648.67,experiment,3%,test
2025-07-05 01:15:52,user_3741,1840.19,experiment,7%,test
2025-07-05 01:15:57,user_3298,2390.27,experiment,7%,test
2025-07-05 01:16:32,user_2259,4215.74,experiment,5%,test
2025-07-05 01:19:49,user_962,2449.71,experiment,7%,control
2025-07-05 01:19:52,user_4347,907.25,experiment,3%,control
2025-07-05 01:19:56,user_1880,1923.72,experiment,5%,control
2025-07-05 01:23:31,user_694,3356.4,experiment,7%,test
2025-07-05 01:24:00,user_1617,2778.3,experiment,5%,control
2025-07-05 01:24:32,user_2688,8346.09,experiment,7%,control
2025-07-05 01:27:29,user_2025,3103.3,experiment,5%,control
2025-07-05 01:30:56,user_172,3915.43,experiment,7%,test
2025-07-05 01:31:26,user_3548,7553.1,experiment,7%,control
2025-07-05 01:34:30,user_406,5714.48,experiment,7%,test
2025-07-05 01:36:11,user_3695,6234.62,experiment,5%,test
2025-07-05 01:37:07,user_2459,2262.81,experiment,7%,test
2025-07-05 01:41:31,user_5732,3597.46,experiment,7%,control
2025-07-05 01:44:40,user_549,3250.54,experiment,7%,control
2025-07-05 01:46:15,user_418,586.36,experiment,7%,test
2025-07-05 01:51:09,user_524,2600.3,experiment,7%,test
2025-07-05 01:51:49,user_155,984.19,experiment,7%,control
2025-07-05 01:55:28,user_3509,3913.08,experiment,7%,test
2025-07-05 01:56:55,user_4301,2926.35,experiment,5%,test
2025-07-05 01:57:00,user_2190,3480.89,experiment,5%,test
2025-07-05 01:57:36,user_3396,3223.97,experiment,5%,control
2025-07-05 02:00:00,user_4706,2642.33,experiment,7%,control
2025-07-05 02:01:37,user_5815,1805.77,experiment,3%,control
2025-07-05 02:01:46,user_2874,1827.74,experiment,3%,test
2025-07-05 02:04:38,user_3418,4105.95,experiment,7%,control
2025-07-05 02:06:20,user_1296,2423.99,experiment,7%,test
2025-07-05 02:07:29,user_5414,1940.21,experiment,5%,test
2025-07-05 02:11:27,user_2337,3931.71,experiment,3%,test
2025-07-05 02:11:52,user_1649,2800.68,experiment,7%,test
2025-07-05 02:12:33,user_1245,3791.21,experiment,7%,test
2025-07-05 02:16:29,user_2706,1820.01,experiment,5%,control
2025-07-05 02:19:04,user_192,4395.6,experiment,7%,test
2025-07-05 02:19:11,user_1767,1333.75,experiment,7%,test
2025-07-05 02:21:02,user_4780,6063.74,experiment,5%,test
2025-07-05 02:21:21,user_4193,2500.16,experiment,7%,test
2025-07-05 02:21:33,user_4273,5337.9,experiment,3%,control
2025-07-05 02:23:21,user_5931,1904.17,experiment,5%,test
2025-07-05 02:24:54,user_446,2941.3,experiment,5%,test
2025-07-05 02:28:40,user_846,1875.42,experiment,5%,control
2025-07-05 02:29:15,user_3010,2661.78,experiment,7%,control
2025-07-05 02:31:17,user_1001,2723.19,experiment,7%,control
2025-07-05 02:31:25,user_1634,5760.11,experiment,7%,control
2025-07-05 02:32:17,user_3598,4166.07,experiment,7%,test
2025-07-05 02:34:40,user_660,2395.81,experiment,3%,test
2025-07-05 02:34:59,user_1530,1349.91,experiment,0%,test
2025-07-05 02:35:14,user_3252,2153.22,experiment,7%,test
2025-07-05 02:36:04,user_3913,9587.03,experiment,7%,control
2025-07-05 02:37:45,user_322,2515.76,experiment,5%,test
2025-07-05 02:37:52,user_5255,1826.67,experiment,3%,test
2025-07-05 02:39:19,user_1183,4682.12,experiment,0%,control
2025-07-05 02:45:42,user_5009,566.89,experiment,0%,test
2025-07-05 02:46:52,user_1314,3034.22,experiment,3%,control
2025-07-05 02:48:37,user_5968,3829.09,experiment,7%,test
2025-07-05 02:50:29,user_1966,5771.13,experiment,3%,test
2025-07-05 02:51:31,user_2634,3601.63,experiment,5%,control
2025-07-05 02:52:22,user_90,1629.07,experiment,3%,test
2025-07-05 03:00:00,user_5815,1522.91,experiment,3%,control
2025-07-05 03:00:09,user_1865,2020.18,experiment,7%,control
2025-07-05 03:00:10,user_108,5572.86,experiment,7%,control
2025-07-05 03:00:43,user_4154,3294.78,experiment,0%,control
2025-07-05 03:05:59,user_754,3245.35,experiment,5%,test
2025-07-05 03:07:13,user_3224,2824.34,experiment,7%,test
2025-07-05 03:11:43,user_3972,3046.9,experiment,7%,test
2025-07-05 03:12:05,user_57,1489.57,experiment,7%,control
2025-07-05 03:13:34,user_196,3052.17,experiment,7%,test
2025-07-05 03:16:51,user_1407,4766.08,experiment,7%,control
2025-07-05 03:17:54,user_424,7343.34,experiment,7%,test
2025-07-05 03:18:04,user_4074,5243.74,experiment,7%,control
2025-07-05 03:18:30,user_1024,3081.92,experiment,5%,control
2025-07-05 03:19:03,user_886,7068.48,experiment,7%,test
2025-07-05 03:20:01,user_3865,1259.14,experiment,7%,control
2025-07-05 03:21:16,user_1290,5815.1,experiment,5%,control
2025-07-05 03:22:02,user_1536,3961.71,experiment,0%,control
2025-07-05 03:22:18,user_1726,1985.07,experiment,7%,test
2025-07-05 03:27:21,user_4660,2077.77,experiment,3%,test
2025-07-05 03:30:12,user_4353,8056.44,experiment,7%,control
2025-07-05 03:30:20,user_1511,4085.99,experiment,7%,control
2025-07-05 03:31:14,user_2417,3898.44,experiment,7%,test
2025-07-05 03:32:41,user_4563,2961.26,experiment,0%,control
2025-07-05 03:36:01,user_1612,3373.71,experiment,3%,test
2025-07-05 03:37:14,user_5668,3575.01,experiment,7%,test
2025-07-05 03:39:01,user_1162,4993.91,experiment,7%,control
2025-07-05 03:39:38,user_5386,3468.57,experiment,5%,test
2025-07-05 03:40:58,user_5473,4893.99,experiment,7%,control
2025-07-05 03:42:08,user_4215,1864.03,experiment,7%,control
2025-07-05 03:45:42,user_5005,10907.53,experiment,5%,control
2025-07-05 03:46:05,user_5876,4680.19,experiment,7%,control
2025-07-05 03:46:19,user_3270,2445.23,experiment,0%,control
2025-07-05 03:47:25,user_680,3012.95,experiment,7%,test
2025-07-05 03:50:40,user_4876,4093.08,experiment,3%,test
2025-07-05 03:52:55,user_4090,3975.13,experiment,3%,control
2025-07-05 03:54:38,user_4165,1060.97,experiment,7%,test
2025-07-05 03:55:30,user_4450,3394.75,experiment,7%,test
2025-07-05 03:57:04,user_1024,2113.35,experiment,5%,control
2025-07-05 03:57:30,user_4543,4239.71,experiment,7%,test
2025-07-05 03:58:28,user_4359,2857.43,experiment,7%,control
2025-07-05 03:59:17,user_1730,2734.17,experiment,7%,test
2025-07-05 04:00:07,user_1706,1689.4,experiment,5%,control
2025-07-05 04:00:52,user_2183,3199.72,experiment,0%,control
2025-07-05 04:05:00,user_1272,1138.55,experiment,3%,test
2025-07-05 04:10:39,user_4993,2324.84,experiment,7%,test
2025-07-05 04:11:44,user_4652,4857.59,experiment,3%,test
2025-07-05 04:12:21,user_2541,3197.16,experiment,0%,control
2025-07-05 04:12:42,user_4853,2503.4,experiment,3%,test
2025-07-05 04:15:47,user_1098,4339.28,experiment,5%,test
2025-07-05 04:17:33,user_2045,6199.94,experiment,7%,test
2025-07-05 04:17:46,user_5070,1494.43,experiment,0%,test
2025-07-05 04:19:31,user_1507,2368.44,experiment,7%,control
2025-07-05 04:20:40,user_1879,2027.67,experiment,7%,control
2025-07-05 04:21:02,user_5082,8117.77,experiment,7%,control
2025-07-05 04:21:33,user_4590,2488.51,experiment,7%,test
2025-07-05 04:22:52,user_625,5989.49,experiment,7%,control
2025-07-05 04:27:06,user_1747,9759.84,experiment,7%,control
2025-07-05 04:27:13,user_1748,3683.16,experiment,3%,control
2025-07-05 04:31:58,user_2850,2364.65,experiment,5%,control
2025-07-05 04:33:13,user_2951,1895.51,experiment,7%,test
2025-07-05 04:35:00,user_2325,3003.56,experiment,5%,test
2025-07-05 04:35:01,user_4533,1069.48,experiment,0%,control
2025-07-05 04:35:27,user_5461,2285.94,experiment,7%,control
2025-07-05 04:50:53,user_3996,5714.79,experiment,0%,test
2025-07-05 04:52:19,user_1748,3136.26,experiment,3%,control
2025-07-05 04:52:20,user_1139,1778.02,experiment,7%,control
2025-07-05 04:53:44,user_4454,1062.04,experiment,7%,test
2025-07-05 04:56:13,user_3580,886.72,experiment,7%,control
2025-07-05 04:57:04,user_1846,2681.51,experiment,0%,control
2025-07-05 04:57:33,user_4807,3803.25,experiment,3%,test
2025-07-05 04:59:17,user_1452,2305.91,experiment,0%,control
2025-07-05 04:59:43,user_3449,2970.27,experiment,5%,control
2025-07-05 05:01:03,user_5650,3089.27,experiment,7%,control
2025-07-05 05:02:30,user_3227,1986.66,experiment,3%,control
2025-07-05 05:05:51,user_3722,2356.46,experiment,7%,test
2025-07-05 05:05:56,user_230,4285.71,experiment,7%,control
2025-07-05 05:09:59,user_1425,5691.66,experiment,7%,control
2025-07-05 05:10:57,user_295,1790.99,experiment,3%,control
2025-07-05 05:14:19,user_3215,7863.71,experiment,3%,control
2025-07-05 05:20:10,user_2815,5766.14,experiment,0%,test
2025-07-05 05:20:30,user_177,2971.91,experiment,3%,control
2025-07-05 05:26:59,user_366,1768.11,experiment,0%,control
2025-07-05 05:27:35,user_560,2126.89,experiment,0%,control
2025-07-05 05:30:34,user_1576,1415.75,experiment,7%,test
2025-07-05 05:31:53,user_2176,2228.05,experiment,7%,control
2025-07-05 05:32:50,user_4578,2657.91,experiment,7%,control
2025-07-05 05:33:09,user_2597,1690.27,experiment,5%,test
2025-07-05 05:38:11,user_4010,3135.76,experiment,7%,control
2025-07-05 05:38:13,user_5907,4186.21,experiment,7%,control
2025-07-05 05:39:46,user_276,3043.05,experiment,7%,control
2025-07-05 05:43:04,user_5577,1811.25,experiment,5%,test
2025-07-05 05:43:57,user_5301,3378.59,experiment,7%,control
2025-07-05 05:45:26,user_354,1719.39,experiment,7%,control
2025-07-05 05:46:05,user_2495,3406.38,experiment,3%,control
2025-07-05 05:46:39,user_3217,6281.98,experiment,0%,test
2025-07-05 05:46:42,user_1137,4990.5,experiment,5%,control
2025-07-05 05:51:48,user_1917,2256.92,experiment,7%,control
2025-07-05 05:52:12,user_309,4219.34,experiment,3%,control
2025-07-05 05:53:14,user_5716,3502.56,experiment,5%,test
2025-07-05 05:54:10,user_3201,1589.15,experiment,3%,control
2025-07-05 05:54:45,user_5275,3286.2,experiment,7%,test
2025-07-05 06:02:26,user_5028,763.74,experiment,7%,test
2025-07-05 06:03:16,user_16,2482.78,experiment,7%,test
2025-07-05 06:03:36,user_827,6832.16,experiment,5%,control
2025-07-05 06:04:21,user_5789,2969.65,experiment,3%,control
2025-07-05 06:05:45,user_2993,3014.3,experiment,7%,test
2025-07-05 06:05:53,user_3541,937.61,experiment,7%,control
2025-07-05 06:10:32,user_2868,2526.11,experiment,7%,test
2025-07-05 06:15:52,user_3789,1656.35,experiment,7%,control
2025-07-05 06:18:15,user_1356,2308.53,experiment,7%,test
2025-07-05 06:19:56,user_4026,4950.54,experiment,7%,test
2025-07-05 06:19:58,user_3303,4592.31,experiment,7%,test
2025-07-05 06:20:22,user_5799,2321.55,experiment,7%,control
2025-07-05 06:20:30,user_5895,2552.97,experiment,3%,test
2025-07-05 06:20:52,user_5784,2791.34,experiment,7%,test
2025-07-05 06:26:28,user_1926,6544.93,experiment,7%,test
2025-07-05 06:27:08,user_4146,4401.69,experiment,5%,test
2025-07-05 06:29:55,user_2904,2599.49,experiment,7%,control
2025-07-05 06:30:08,user_1036,1496.41,experiment,7%,test
2025-07-05 06:32:18,user_3765,3037.74,experiment,7%,control
2025-07-05 06:34:21,user_1905,713.89,experiment,0%,control
2025-07-05 06:35:35,user_2733,1454.23,experiment,5%,control
2025-07-05 06:35:59,user_4870,3322.13,experiment,5%,test
2025-07-05 06:37:02,user_3201,6232.77,experiment,3%,control
2025-07-05 06:37:07,user_743,2640.9,experiment,5%,test
2025-07-05 06:37:15,user_5490,4221.4,experiment,7%,test
2025-07-05 06:38:08,user_77,2573.05,experiment,7%,test
2025-07-05 06:40:33,user_3742,3512.13,experiment,3%,control
2025-07-05 06:41:31,user_4884,3970.0,experiment,5%,control
2025-07-05 06:42:16,user_886,2162.6,experiment,7%,test
2025-07-05 06:46:23,user_513,2031.76,experiment,7%,control
2025-07-05 06:46:39,user_1345,3004.8,experiment,7%,control
2025-07-05 06:48:33,user_5615,3542.58,experiment,7%,control
2025-07-05 06:48:41,user_1537,2388.1,experiment,7%,control
2025-07-05 06:48:49,user_1016,2326.91,experiment,3%,test
